gene_symbol,uniprotkb_ac
MSMO1,Q15800
ITSN1,Q15811
TBCE,Q15813
TBCC,Q15814
TBCC,Q15814
NPTX1,Q15818
UBE2V2,Q15819
CHRNA2,Q15822
CHRNA6,Q15825
CST6,Q15828
STK11,Q15831
STXBP2,Q15833
CCDC85B,Q15834
GRK1,Q15835
VAMP3,Q15836
KCNJ8,Q15842
KCNJ8,Q15842
NEDD8,Q15843
CLUL1,Q15846
CLUL1,Q15846
ADIRF,Q15847
ADIPOQ,Q15848
ADIPOQ,Q15848
SLC14A2,Q15849
SLC14A2,Q15849
USF2,Q15853
SCN9A,Q15858
SCN9A,Q15858
CACNA1E,Q15878
FAM189A2,Q15884
FAM189A2,Q15884
ATP6AP1,Q15904
ATP6AP1,Q15904
VPS72,Q15906
RAB11B,Q15907
EZH2,Q15910
ZFHX3,Q15911
ZIC1,Q15915
ZBTB6,Q15916
ZNF141,Q15928
ZNF77,Q15935
ZNF79,Q15937
ZYX,Q15942
ZYX,Q15942
ZNF124,Q15973
PMCHL1,Q16048
HSPB2,Q16082
GRIK4,Q16099
GRIK4,Q16099
ETFDH,Q16134
SNCB,Q16143
SNCB,Q16143
7-Sep,Q16181
ADRM1,Q16186
ADRM1,Q16186
CCDC6,Q16204
ENOX2,Q16206
UAP1,Q16222
NFE2L2,Q16236
E2F4,Q16254
IGFBP7,Q16270
CNGA2,Q16280
CNGA3,Q16281
NTRK3,Q16288
KCNA10,Q16322
PDCD2,Q16342
SLC15A2,Q16348
INA,Q16352
LAMA4,Q16363
LAMA4,Q16363
LAMA4,Q16363
PRR4,Q16378
SSX1,Q16384
SSX1,Q16384
SSX2,Q16385
SSX2,Q16385
EXT1,Q16394
PSMD5,Q16401
GABRA6,Q16445
TNXA,Q16473
GRIK5,Q16478
PKN1,Q16512
PKN2,Q16513
TAF12,Q16514
TAF12,Q16514
ASIC2,Q16515
NNAT,Q16517
RPE65,Q16518
BATF,Q16520
CRY1,Q16526
CSRP2,Q16527
CSRP2,Q16527
DDB1,Q16531
SNAPC1,Q16533
HLF,Q16534
PPP2R5E,Q16537
PPP2R5E,Q16537
GPR162,Q16538
MAPK14,Q16539
MRPL23,Q16540
CDC37,Q16543
BCL2A1,Q16548
PCSK7,Q16549
IL17A,Q16552
LY6E,Q16553
LY6E,Q16553
DPYSL2,Q16555
PSG3,Q16557
KCNMB1,Q16558
TAL2,Q16559
SNRNP35,Q16560
SYPL1,Q16563
CAMK4,Q16566
CAMK4,Q16566
CARTPT,Q16568
ACKR1,Q16570
SLC18A3,Q16572
RBBP7,Q16576
C3AR1,Q16581
C3AR1,Q16581
MAP3K11,Q16584
SGCB,Q16585
SGCA,Q16586
ZNF74,Q16587
ZNF74,Q16587
CCNG2,Q16589
TAF9,Q16594
TAF9,Q16594
FXN,Q16595
ZNF239,Q16600
ZNF239,Q16600
CALCRL,Q16602
CALCRL,Q16602
CALCRL,Q16602
CALCRL,Q16602
LPAL2,Q16609
ECM1,Q16610
BAK1,Q16611
NREP,Q16612
NREP,Q16612
AANAT,Q16613
NKG7,Q16617
CTF1,Q16619
NTRK2,Q16620
NFE2,Q16621
NFE2,Q16621
STX1A,Q16623
OCLN,Q16625
OCLN,Q16625
MEA1,Q16626
CCL14,Q16627
SRSF7,Q16629
CPSF6,Q16630
POU2AF1,Q16633
TAZ,Q16635
SMN1,Q16637
SMN1,Q16637
DBN1,Q16643
DBN1,Q16643
DBN1,Q16643
MAPKAPK3,Q16644
MAPKAPK3,Q16644
PTGIS,Q16647
NFIL3,Q16649
NFIL3,Q16649
TBR1,Q16650
PRSS8,Q16651
MOG,Q16653
PDK4,Q16654
MLANA,Q16655
NRF1,Q16656
NRF1,Q16656
FSCN1,Q16658
MAPK6,Q16659
MAPK6,Q16659
GUCA2B,Q16661
CCL15,Q16663
CCL15,Q16663
HIF1A,Q16665
IFI16,Q16666
IFI16,Q16666
CDKN3,Q16667
ZSCAN26,Q16670
AMHR2,Q16671
MIA,Q16674
MIA,Q16674
FOXD1,Q16676
CYP1B1,Q16678
DUSP5,Q16690
HIST3H3,Q16695
CYP2A13,Q16696
DECR1,Q16698
MAN2A1,Q16706
NDUFA5,Q16718
KYNU,Q16719
KYNU,Q16719
ATP2B3,Q16720
UGCG,Q16739
CLPP,Q16740
DGKD,Q16760
TST,Q16762
TST,Q16762
UBE2S,Q16763
QPCT,Q16769
GSTA3,Q16772
KYAT1,Q16773
KYAT1,Q16773
GUK1,Q16774
GUK1,Q16774
HAGH,Q16775
HIST2H2AC,Q16777
HIST2H2BE,Q16778
LAMA3,Q16787
LAMA3,Q16787
CA9,Q16790
NDUFA9,Q16795
ME3,Q16798
ME3,Q16798
RTN1,Q16799
PHKG1,Q16816
MEP1A,Q16819
MEP1B,Q16820
MEP1B,Q16820
PPP1R3A,Q16821
PCK2,Q16822
PCK2,Q16822
PTPN21,Q16825
PTPN21,Q16825
PTPRO,Q16827
DUSP6,Q16828
DUSP7,Q16829
UPP1,Q16831
UPP1,Q16831
DDR2,Q16832
DDR2,Q16832
HADH,Q16836
HADH,Q16836
HADH,Q16836
ST3GAL2,Q16842
PTPRN,Q16849
CYP51A1,Q16850
UGP2,Q16851
AOC3,Q16853
DGUOK,Q16854
ATP6V1F,Q16864
LTC4S,Q16873
PFKFB3,Q16875
PFKFB4,Q16877
CDO1,Q16878
CDO1,Q16878
UGT8,Q16880
UGT8,Q16880
UGT8,Q16880
UGT8,Q16880
TXNRD1,Q16881
TPD52L1,Q16890
IMMT,Q16891
TATDN3,Q17R31
FAM187B,Q17R55
IMPG1,Q17R60
ARHGAP44,Q17R89
ZNF827,Q17R98
HGNC:1290,Q17RA5
C21orf62-AS1,Q17RA5
RTL8B,Q17RB0
LONRF1,Q17RB8
EXOC3L4,Q17RC7
EXOC3L4,Q17RC7
SYT16,Q17RD7
SYT16,Q17RD7
ODAPH,Q17RF5
KCTD19,Q17RG1
TPRXL,Q17RH7
CCDC142,Q17RM4
CCDC142,Q17RM4
FAM98C,Q17RN3
TIGD6,Q17RP2
TIGD6,Q17RP2
NKPD1,Q17RQ9
PNLIPRP3,Q17RR3
GEN1,Q17RS7
GEN1,Q17RS7
COL24A1,Q17RW2
CPEB4,Q17RY0
LY6K,Q17RY6
DOK7,Q18PE1
ZSWIM7,Q19AV6
ZSWIM7,Q19AV6
ECSCR,Q19T08
IQCJ,Q1A5X6
WHAMMP3,Q1A5X7
TMEM183B,Q1AE95
KNOP1,Q1ED39
KNOP1,Q1ED39
SLC5A12,Q1EHB4
DUOXA1,Q1HG43
DUOXA2,Q1HG44
HNRNPUL2,Q1KMD3
LONRF2,Q1L5Z9
MSMP,Q1L6U9
CSPP1,Q1MSJ5
INSC,Q1MX18
BMT2,Q1RMZ1
ESRG,Q1W209
SPINK13,Q1W4C9
FAM110C,Q1W6H9
LRRC36,Q1X8D7
SKIDA1,Q1XH10
IZUMO4,Q1ZYL8
SWI5,Q1ZZU3
SWI5,Q1ZZU3
TMEM132A,Q24JP5
TMEM241,Q24JQ0
INF2,Q27J81
MICB,Q29980
MICA,Q29983
PDS5A,Q29RF7
CLEC12B,Q2HXU8
LRRC26,Q2I0M4
RSPO4,Q2I0M5
KIAA0753,Q2KHM9
RNF151,Q2KHN1
RNF151,Q2KHN1
RFX7,Q2KHR2
QSER1,Q2KHR3
CLEC16A,Q2KHT3
GSG1,Q2KHT4
KIF26B,Q2KJY2
PRSS53,Q2L4Q9
KIAA1109,Q2LD37
ZNF423,Q2M1K9
KIF7,Q2M1P5
ISX,Q2M1V0
ARHGAP31,Q2M1Z3
ZNF630,Q2M218
ZNF630,Q2M218
RRN3P1,Q2M238
CCDC27,Q2M243
MTHFSD,Q2M296
TBC1D28,Q2M2D7
ODF4,Q2M2E3
HGNC:26744,Q2M2E5
C5orf64,Q2M2E5
MGAM2,Q2M2H8
FAM83E,Q2M2I3
FAM83E,Q2M2I3
KRT24,Q2M2I5
AAK1,Q2M2I8
AAK1,Q2M2I8
C17orf58,Q2M2W7
KIZ,Q2M2Z5
CCDC96,Q2M329
MPEG1,Q2M385
WASHC4,Q2M389
MRGPRG-AS1,Q2M3A8
TMEM266,Q2M3C6
SPHKAP,Q2M3C7
EXOC3L2,Q2M3D2
ABCB5,Q2M3G0
SHROOM1,Q2M3G4
SLC5A9,Q2M3M2
SLC35G1,Q2M3R5
HYAL4,Q2M3T9
HYAL4,Q2M3T9
SOWAHA,Q2M3V2
SOWAHA,Q2M3V2
ZNF181,Q2M3W8
ZNF674,Q2M3X9
RGS21,Q2M5E4
SPRED3,Q2MJR0
RSPO1,Q2MKA7
RSPO1,Q2MKA7
TCTN1,Q2MV58
CTC1,Q2NKJ3
SGSM1,Q2NKQ1
ERCC6L,Q2NKX8
C2orf68,Q2NKX9
PARP6,Q2NL67
PARP6,Q2NL67
PROSER3,Q2NL68
TSR1,Q2NL82
VMAC,Q2NL98
RALGAPA2,Q2PPJ7
DPY19L1,Q2PZI1
TRIM71,Q2Q1W2
RPEL1,Q2QD12
ZXDC,Q2QGD7
MPV17L,Q2QL34
TYSND1,Q2T9J0
TMEM44,Q2T9K0
C15orf59,Q2T9L4
INSYN1,Q2T9L4
IAH1,Q2TAA2
ALG11,Q2TAA5
TSNAXIP1,Q2TAA8
CCDC57,Q2TAC2
CCDC57,Q2TAC2
KIF19,Q2TAC6
SMTNL2,Q2TAL5
VWC2,Q2TAL6
QRICH1,Q2TAL8
QRICH1,Q2TAL8
TUSC1,Q2TAM9
GOLGA7B,Q2TAP0
SMU1,Q2TAY7
ATG2A,Q2TAZ0
ZNF800,Q2TB10
ZNF800,Q2TB10
ASTE1,Q2TB18
HKDC1,Q2TB90
HKDC1,Q2TB90
KLHL40,Q2TBA0
PRICKLE4,Q2TBC4
PRICKLE4,Q2TBC4
CWF19L2,Q2TBE0
WSCD2,Q2TBF2
WSCD2,Q2TBF2
MST1L,Q2TV78
COL28A1,Q2UY09
FHOD3,Q2V2M9
KIF4B,Q2VIQ3
EIF2S3L,Q2VIR3
EIF2S3B,Q2VIR3
CR1L,Q2VPA4
AP5B1,Q2VPB7
LRRC75B,Q2VPJ9
CTU2,Q2VPK5
SKOR2,Q2VWA4
SKOR2,Q2VWA4
PRTG,Q2VWP7
ZNF284,Q2VY69
ZNF284,Q2VY69
LETM2,Q2VYF4
CEACAM16,Q2WEN9
KLHL38,Q2WGJ6
KLHL38,Q2WGJ6
TMEM249,Q2WGJ8
TMEM249,Q2WGJ8
FER1L6,Q2WGJ9
FER1L6,Q2WGJ9
GAB4,Q2WGN9
ENSG00000269741,Q2XQG4
KLK9,Q2XQG4
SLC4A8,Q2Y0W8
UVSSA,Q2YD98
UVSSA,Q2YD98
HLA-DRB5,Q30154
HFE,Q30201
TRIM16L,Q309B1
DEFB136,Q30KP8
DEFB136,Q30KP8
DEFB135,Q30KP9
DEFB135,Q30KP9
DEFB133,Q30KQ1
DEFB116,Q30KQ4
DEFB115,Q30KQ5
DEFB114,Q30KQ6
DEFB113,Q30KQ7
DEFB112,Q30KQ8
DEFB110,Q30KQ9
DEFB109B,Q30KR1
HLA-B,Q31612
ANO4,Q32M45
ANO4,Q32M45
ZNF699,Q32M78
BTBD16,Q32M84
PGGHG,Q32M88
HGNC:26549,Q32M92
C15orf32,Q32M92
FAM214A,Q32MH5
MYLK3,Q32MK0
ZNF750,Q32MQ0
LRRFIP1,Q32MZ4
PGS1,Q32NB8
C18orf21,Q32NC0
P3H1,Q32P28
TRMT5,Q32P41
TRMT5,Q32P41
EML3,Q32P44
HNRNPA1L2,Q32P51
HNRNPA1L2,Q32P51
C12orf74,Q32Q52
PLPPR5,Q32ZL2
NDUFAF6,Q330K2
RFX4,Q33E94
LRRK1,Q38SD2
TWISTNB,Q3B726
CNPY1,Q3B7I2
GFOD2,Q3B7J2
SMIM21,Q3B7S5
EDRF1,Q3B7T1
BEAN1,Q3B7T3
FAM161A,Q3B820
LGALS9B,Q3B8N2
LGALS9B,Q3B8N2
PROX2,Q3B8N5
PROX2,Q3B8N5
NBPF1,Q3BBV0
NBPF8,Q3BBV2
HGNC:37636,Q3C1V0
MS4A18,Q3C1V0
C11orf91,Q3C1V1
BSX,Q3C1V8
ACOT6,Q3I5F7
PTCHD3,Q3KNS1
ZNF829,Q3KNS6
NSUN5P1,Q3KNT7
TMEM95,Q3KNT9
PCGF3,Q3KNV8
PCGF3,Q3KNV8
SNAI3,Q3KNW1
SLC10A6,Q3KNW5
MAJIN,Q3KP22
ZNF791,Q3KP31
ANKRD55,Q3KP44
INAVA,Q3KP66
CEACAM21,Q3KPI0
CEACAM21,Q3KPI0
MAP7D1,Q3KQU3
ZNF792,Q3KQV3
UAP1L1,Q3KQV9
SLC25A35,Q3KQZ1
PLEKHG6,Q3KR16
PLEKHG6,Q3KR16
GRAMD1B,Q3KR37
C2orf76,Q3KRA6
C2orf76,Q3KRA6
ALKBH6,Q3KRA9
ARHGAP11B,Q3KRB8
CHD9,Q3L8U1
USP41,Q3LFD5
KRTAP25-1,Q3LHN0
KRTAP21-3,Q3LHN1
KRTAP19-2,Q3LHN2
KRTAP19-8,Q3LI54
KRTAP21-1,Q3LI58
KRTAP21-2,Q3LI59
KRTAP20-3,Q3LI60
KRTAP20-2,Q3LI61
KRTAP20-4,Q3LI62
KRTAP20-4,Q3LI62
KRTAP20-1,Q3LI63
KRTAP6-1,Q3LI64
KRTAP6-2,Q3LI66
KRTAP6-3,Q3LI67
KRTAP6-3,Q3LI67
KRTAP22-2,Q3LI68
KRTAP19-6,Q3LI70
KRTAP19-5,Q3LI72
KRTAP19-4,Q3LI73
KRTAP15-1,Q3LI76
KRTAP13-4,Q3LI77
KRTAP27-1,Q3LI81
KRTAP24-1,Q3LI83
ADPRM,Q3LIE5
TKFC,Q3LXA3
LSM12,Q3MHD2
TBC1D25,Q3MII6
RGL3,Q3MIN7
RGL3,Q3MIN7
ITPRIPL2,Q3MIP1
TMEM30B,Q3MIR4
ZNF528,Q3MIS6
PUS10,Q3MIT2
PUS10,Q3MIT2
KRTAP22-1,Q3MIV0
MUCL3,Q3MIW9
ADCK5,Q3MIX3
ADCK5,Q3MIX3
WDR72,Q3MJ13
WDR72,Q3MJ13
PLA2G4E,Q3MJ16
CCDC144B,Q3MJ40
ZSCAN23,Q3MJ62
ZSCAN23,Q3MJ62
PIGY,Q3MUY2
ODF3L2,Q3SX64
DCAF4L1,Q3SXM0
HSDL1,Q3SXM5
KIAA1644,Q3SXP7
SHISAL1,Q3SXP7
C3orf36,Q3SXR2
LRIT3,Q3SXY7
ARL13B,Q3SXY8
ARL13B,Q3SXY8
ZNF718,Q3SXZ3
TTLL9,Q3SXZ7
TSGA10IP,Q3SY00
LINC00303,Q3SY05
SLC25A52,Q3SY17
SLC25A52,Q3SY17
KRTAP13-3,Q3SY46
ZIK1,Q3SY52
SP6,Q3SY56
SP6,Q3SY56
ALDH1L2,Q3SY69
UGT3A2,Q3SY77
KRT71,Q3SY84
POM121L1P,Q3SYA9
FOXD4L6,Q3SYB3
MOGAT2,Q3SYC2
KRTAP19-7,Q3SYF9
BBS9,Q3SYG4
BBS9,Q3SYG4
GON4L,Q3T8J9
GON4L,Q3T8J9
GNPTAB,Q3T906
MGAT5B,Q3V5L5
CCDC88A,Q3V6T2
CCDC88A,Q3V6T2
CCDC88A,Q3V6T2
TDRG1,Q3Y452
TMEM176B,Q3YBM2
TMEM176B,Q3YBM2
TBRG1,Q3YBR2
RABL6,Q3YEC7
VMA21,Q3ZAQ7
TUBB8,Q3ZCM7
OTOGL,Q3ZCN5
OTOGL,Q3ZCN5
ANXA2R,Q3ZCQ2
FAM174B,Q3ZCQ3
TIMM50,Q3ZCQ8
TIMM50,Q3ZCQ8
ZNF260,Q3ZCT1
ZNF260,Q3ZCT1
KBTBD12,Q3ZCT8
GVQW3,Q3ZCU0
LEXM,Q3ZCV2
LEXM,Q3ZCV2
LGALSL,Q3ZCW2
ZNF568,Q3ZCX4
SUPT20HL1,Q3ZLR7
ETDA,Q3ZM63
AMZ1,Q400G9
ZACN,Q401N2
PARP15,Q460N3
PARP14,Q460N5
FBXL19-AS1,Q494R0
CCDC153,Q494R4
PLEKHN1,Q494U1
PLEKHN1,Q494U1
CFAP100,Q494V2
CHRFAM7A,Q494W8
CHRFAM7A,Q494W8
FAM153C,Q494X1
ZNF404,Q494X3
TIGIT,Q495A1
ANKDD1A,Q495B1
RNF212,Q495C1
HGNC:26598,Q495D7
LINC01559,Q495D7
SLC36A2,Q495M3
USH1G,Q495M9
USH1G,Q495M9
SLC36A3,Q495N2
MMEL1,Q495T6
FUT11,Q495W5
TRIM60,Q495X7
TRIM60,Q495X7
SPDYE7P,Q495Y7
SPDYE2,Q495Y8
ASB16-AS1,Q495Z4
SPATS1,Q496A3
CD300E,Q496F6
NRN1L,Q496H8
NRN1L,Q496H8
SV2C,Q496J9
SV2C,Q496J9
PLK5,Q496M5
LONRF3,Q496Y0
SLFNL1,Q499Z3
SLFNL1,Q499Z3
ZNF672,Q499Z4
GALNTL6,Q49A17
GLYR1,Q49A26
GLYR1,Q49A26
ZNF876P,Q49A33
CCDC14,Q49A88
CCDC14,Q49A88
C8orf34,Q49A92
C8orf34,Q49A92
ZFP69,Q49AA0
ZFP69,Q49AA0
ZBED5,Q49AG3
ZBED5,Q49AG3
CDNF,Q49AH0
FAM135B,Q49AJ0
MTERF2,Q49AM1
MTERF2,Q49AM1
TTC31,Q49AM3
CRY2,Q49AN0
C5orf22,Q49AR2
LRRC37A5P,Q49AS3
COX19,Q49B96
MAP9,Q49MG5
CERKL,Q49MI3
GPR33,Q49SQ1
C2CD3,Q4AC94
ACCSL,Q4AC99
RIC1,Q4ADV7
GTDC1,Q4AE62
GTDC1,Q4AE62
KMT5B,Q4FZB7
KMT5B,Q4FZB7
MINDY4,Q4G0A6
VPS26B,Q4G0F5
H1FX-AS1,Q4G0G2
SCGB2B2,Q4G0G5
C16orf91,Q4G0I0
LARP7,Q4G0J3
LARP7,Q4G0J3
ERFE,Q4G0M1
GGTA1P,Q4G0N0
NADK2,Q4G0N4
FAM229B,Q4G0N7
FAM229B,Q4G0N7
SLC9C1,Q4G0N8
HYDIN,Q4G0P3
CYP27C1,Q4G0S4
CCDC152,Q4G0S7
CFAP221,Q4G0U5
CFAP221,Q4G0U5
DUSP28,Q4G0W2
KCTD21,Q4G0X4
KCTD21,Q4G0X4
CCDC40,Q4G0X9
MCMDC2,Q4G0Z9
HSF5,Q4G112
HSF5,Q4G112
GXYLT1,Q4G148
FBXO43,Q4G163
ACSF3,Q4G176
ACSF3,Q4G176
GLIPR1L2,Q4G1C9
PREPL,Q4J6C6
PREPL,Q4J6C6
PTPN20,Q4JDL3
CDON,Q4KMG0
TMEM52B,Q4KMG9
TBC1D10B,Q4KMP7
TPRN,Q4KMQ1
ANO6,Q4KMQ2
FAM106A,Q4KMX7
IQCC,Q4KMZ1
NKAIN1,Q4KMZ8
HGNC:16195,Q4KN68
PLCH1,Q4KWH8
FILIP1L,Q4L180
AASDH,Q4L235
SVEP1,Q4LDE5
DNAL1,Q4LDG9
CTXN3,Q4LDR2
CTXN3,Q4LDR2
ARID4B,Q4LE39
ARID4B,Q4LE39
AARD,Q4LEZ3
DEFB134,Q4QY38
DEFB134,Q4QY38
MRPL51,Q4U2R6
SLC22A6,Q4U2R8
ANKRD20A4,Q4UJ75
GAGE13,Q4V321
GAGE2E,Q4V326
GRIPAP1,Q4V328
CBWD6,Q4V339
ZNF658B,Q4V348
TMEM119,Q4V9L6
TMEM119,Q4V9L6
BCL7A,Q4VC05
MSS51,Q4VC12
CCDC58,Q4VC31
CCDC58,Q4VC31
HIGD2B,Q4VC39
HIGD2B,Q4VC39
FLYWCH1,Q4VC44
AMOT,Q4VCS5
ATP13A5,Q4VNC0
ATP13A4,Q4VNC1
HGNC:21179,Q4VX62
C6orf99,Q4VX62
SYTL3,Q4VX76
SYTL3,Q4VX76
KHDC1,Q4VXA5
FAM74A3,Q4VXF1
PABPC1L,Q4VXU2
C14orf28,Q4W4Y0
TIGD2,Q4W5G0
ABCA11P,Q4W5N1
TMEM155,Q4W5P6
TMEM155,Q4W5P6
GREB1,Q4ZG55
FNDC1,Q4ZHG4
TMEM259,Q4ZIN3
SLC9B1,Q4ZJI4
SLC9B1,Q4ZJI4
SLC9B1,Q4ZJI4
VWA3B,Q502W6
CCDC38,Q502W7
CCDC38,Q502W7
MORN2,Q502X0
PAN2,Q504Q3
PAN2,Q504Q3
PAN2,Q504Q3
MIDN,Q504T8
C4orf46,Q504U0
SLC39A12,Q504Y0
PKDCC,Q504Y2
ZCWPW2,Q504Y3
ZCWPW2,Q504Y3
LRRC24,Q50LG9
LIN52,Q52LA3
ATP6AP1L,Q52LC2
ATP6AP1L,Q52LC2
RFTN2,Q52LD8
KRTAP13-2,Q52LG2
FAM98B,Q52LJ0
FAM98B,Q52LJ0
EPC2,Q52LR7
ARHGAP29,Q52LW3
ARHGAP29,Q52LW3
C14orf177,Q52M58
C14orf177,Q52M58
HGNC:24687,Q52M75
LINC01554,Q52M75
ZNF585B,Q52M93
CCDC184,Q52MB2
SBK1,Q52WX2
SPATA45,Q537H7
PDCD4,Q53EL6
SEZ6,Q53EL9
FNDC3B,Q53EP0
FNDC3B,Q53EP0
TIGD5,Q53EQ6
CRTC2,Q53ET0
GPAT3,Q53EU6
GPAT3,Q53EU6
LRRC23,Q53EV4
LRRC23,Q53EV4
CEP55,Q53EZ4
CEP55,Q53EZ4
NCBP3,Q53F19
MPPE1,Q53F39
TP53I3,Q53FA7
TP53I3,Q53FA7
ZC2HC1C,Q53FD0
C4orf17,Q53FE4
TMEM35A,Q53FP2
HIKESHI,Q53FT3
ORMDL2,Q53FV1
ACSM3,Q53FZ2
IFI44L,Q53G44
KLHL12,Q53G59
PHLDA2,Q53GA4
SLC44A4,Q53GD3
PDLIM3,Q53GG5
ZNF394,Q53GI3
PLEKHO1,Q53GL0
PARP10,Q53GL7
HSD17B12,Q53GQ0
GLE1,Q53GS7
USP39,Q53GS9
USP39,Q53GS9
KLHL22,Q53GT1
AGK,Q53H12
SETMAR,Q53H47
TRMT12,Q53H54
ANKRD40CL,Q53H64
PLA1A,Q53H76
AKIRIN2,Q53H80
LACTB2,Q53H82
PYCR3,Q53H96
CCDC92,Q53HC0
CCDC92,Q53HC0
KLHL26,Q53HC5
EIPR1,Q53HC9
UNC50,Q53HI1
CDCA8,Q53HL2
CDCA8,Q53HL2
SMUG1,Q53HV7
SMUG1,Q53HV7
SOWAHC,Q53LP3
LBH,Q53QV2
TEX44,Q53QW1
ARHGAP15,Q53QZ3
ARHGAP15,Q53QZ3
TM4SF20,Q53R12
FASTKD1,Q53R41
FASTKD1,Q53R41
FBLN7,Q53RD9
ANKRD39,Q53RE8
ASPRV1,Q53RT3
KRTCAP3,Q53RY4
KRTCAP3,Q53RY4
RAB6D,Q53S08
BOLA3,Q53S33
STON1-GTF2A1L,Q53S48
TMEM177,Q53S58
TMEM177,Q53S58
C2orf83,Q53S99
COBLL1,Q53SF7
COBLL1,Q53SF7
PRR30,Q53SZ7
HS1BP3,Q53T59
TAF1B,Q53T94
TAF1B,Q53T94
CYBRD1,Q53TN4
INO80D,Q53TQ3
C2CD6,Q53TS8
WDR81,Q562E7
SGO2,Q562F6
ACTBL2,Q562R1
CCDC93,Q567U6
MPV17L2,Q567V2
C5orf47,Q569G3
C5orf47,Q569G3
PRR16,Q569H4
ZNF385B,Q569K4
ZNF385B,Q569K4
CCDC157,Q569K6
CCDC157,Q569K6
CCDC157,Q569K6
SPIN4,Q56A73
ESCO2,Q56NI9
EAPP,Q56P03
EAPP,Q56P03
PYDC2,Q56P42
MAP3K19,Q56UN5
OCIAD2,Q56VL3
HGNC:25077,Q580R0
SFT2D3,Q587I9
TDRD12,Q587J7
TDRD12,Q587J7
KHDC3L,Q587J8
PCOTH,Q58A44
PAN3,Q58A45
NAALADL2,Q58DX5
SDK2,Q58EX2
PLEKHG4,Q58EX7
PLEKHG4,Q58EX7
BRDT,Q58F21
BRDT,Q58F21
HSP90B2P,Q58FF3
HSP90AB3P,Q58FF7
HSP90AB2P,Q58FF8
HSP90AA5P,Q58FG0
HSP90AA4P,Q58FG1
SYT14P1,Q58G82
AWAT1,Q58HT5
DCAF6,Q58WW2
RUNDC3A,Q59EK9
RPL39P5,Q59GN2
TNNI3K,Q59H18
SPRN,Q5BIV9
TMEM41B,Q5BJD5
CCDC178,Q5BJE1
TMEM97,Q5BJF2
ODF2,Q5BJF6
ODF2,Q5BJF6
TMEM128,Q5BJH2
YIF1B,Q5BJH7
ALG10,Q5BKT4
OXLD1,Q5BKU9
C19orf54,Q5BKX5
SLC45A4,Q5BKX6
CAVIN4,Q5BKX8
LRRC10,Q5BKY1
FAM133B,Q5BKY9
ZNF326,Q5BKZ1
C4orf48,Q5BLP8
C4orf48,Q5BLP8
C9orf116,Q5BN46
C3orf52,Q5BVD1
C3orf52,Q5BVD1
NOM1,Q5C9Z4
ANKRD20A8P,Q5CZ79
ZNF805,Q5CZA5
FSIP2,Q5CZC0
DALRD3,Q5D0E6
ZC3H12A,Q5D1E8
ZC3H12A,Q5D1E8
FLG2,Q5D862
UMODL1,Q5DID0
UMODL1,Q5DID0
UMODL1,Q5DID0
SPINK9,Q5DT21
IGSF11,Q5DX21
MEST,Q5EB52
ZNF628,Q5EBL2
RILPL1,Q5EBL4
PDZD11,Q5EBL8
CMPK2,Q5EBM0
ZNF542P,Q5EBM4
TRIM61,Q5EBN2
CENPW,Q5EE01
CARD16,Q5EG05
DNAJC21,Q5F1R6
SGO1,Q5FBB7
SGO1,Q5FBB7
ACSBG2,Q5FVE4
ACSBG2,Q5FVE4
PRRT3,Q5FWE3
ZRANB3,Q5FWF4
ESCO1,Q5FWF5
ZNF789,Q5FWF6
FBXO48,Q5FWF7
FBXO48,Q5FWF7
ARSH,Q5FYA8
ARSJ,Q5FYB0
ARSJ,Q5FYB0
ARSI,Q5FYB1
RNASE13,Q5GAN3
RNASE12,Q5GAN4
RNASE10,Q5GAN6
VWA2,Q5GFL6
VWA2,Q5GFL6
XKR9,Q5GH70
XKR9,Q5GH70
XKR7,Q5GH72
XKR6,Q5GH73
XKR4,Q5GH76
XKR3,Q5GH77
XKR3,Q5GH77
TNFAIP8L3,Q5GJ75
TNFAIP8L3,Q5GJ75
HERC4,Q5GLZ8
NMS,Q5H8A3
PIGG,Q5H8A4
FREM1,Q5H8C1
ARL13A,Q5H913
ARL13A,Q5H913
CT83,Q5H943
BMP2KL,Q5H9B9
SLC25A53,Q5H9E4
SLC25A53,Q5H9E4
BCORL1,Q5H9F3
BCORL1,Q5H9F3
TFDP3,Q5H9I0
BEX5,Q5H9J7
BEX5,Q5H9J7
TCP11X2,Q5H9J9
ZMAT1,Q5H9K5
ZMAT1,Q5H9K5
ZMAT1,Q5H9K5
TCEAL5,Q5H9L2
TAF7L,Q5H9L4
MUM1L1,Q5H9M0
ARMCX4,Q5H9R4
ARMCX4,Q5H9R4
PPP6R3,Q5H9R7
DCAF17,Q5H9S7
FSCB,Q5H9T9
DDX60L,Q5H9U9
DDX60L,Q5H9U9
FAM47C,Q5HY64
FIGN,Q5HY92
ZNF766,Q5HY98
TMEM67,Q5HYA8
KIAA2026,Q5HYC2
MTX3,Q5HYI7
MTX3,Q5HYI7
RABL3,Q5HYI8
TECRL,Q5HYJ1
FAM76B,Q5HYJ3
COQ5,Q5HYK3
SH3D19,Q5HYK7
ZNF667,Q5HYK9
ZNF667,Q5HYK9
TMEM196,Q5HYL7
ZC3H12B,Q5HYM0
CT45A1,Q5HYN5
CT45A1,Q5HYN5
DMRTC1,Q5HYR2
NHSL2,Q5HYW2
NHSL2,Q5HYW2
RTL5,Q5HYW3
MDH1B,Q5I0G3
