GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO ASPECT	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	DATE
O15294	OGT	enables	GO:0016262	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN002892972|RGD:62060|UniProtKB:O15294|WB:WBGene00003858|ZFIN:ZDB-GENE-030131-9631	9606	GO_Central		20190305
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:24474760		9606	UniProt		20140307
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:22923583		9606	UniProt		20120920
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:23352454		9606	UniProt		20130315
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:23222540		9606	UniProt		20130315
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:23353889		9606	UniProt		20130315
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:21240259		9606	UniProt		20110203
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:21285374		9606	UniProt		20110208
O15294	OGT	enables	GO:0016262	F	ECO:0000314	IDA	PMID:30699359		9606	UniProt		20200204
O15294	OGT	enables	GO:0097363	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q8CGY8	9606	UniProt		20140223
O15294	OGT	enables	GO:0097363	F	ECO:0000315	IMP	PMID:28584052		9606	UniProt		20171002
O15294	OGT	enables	GO:0008375	F	ECO:0000304	TAS	PMID:9083068		9606	PINC		20030904
O15294	OGT	enables	GO:0097363	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.255	9606	UniProt		20201205
O15294	OGT	enables	GO:0097363	F	ECO:0000315	IMP	PMID:23777819		9606	MGI		20140917
O15294	OGT	enables	GO:0097363	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CGY8|ensembl:ENSMUSP00000045409	9606	Ensembl		20201205
O15294	OGT	enables	GO:0016262	F	ECO:0000315	IMP	PMID:26678539		9606	UniProt		20180123
O15466	ST8SIA5	enables	GO:0003828	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:106018|MGI:MGI:106019|MGI:MGI:106020|MGI:MGI:109243|PANTHER:PTN000241531|UniProtKB:O43173|UniProtKB:Q92185|UniProtKB:Q92186|UniProtKB:Q92187	9606	GO_Central		20201024
O15466	ST8SIA5	enables	GO:0008373	F	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q6ZXC8	9606	UniProt		20200114
O15466	ST8SIA5	enables	GO:0008373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001675|InterPro:IPR012163	9606	InterPro		20201205
O15466	ST8SIA5	enables	GO:0008373	F	ECO:0000304	TAS	PMID:9199191		9606	PINC		20030904
O15466	ST8SIA5	enables	GO:0003828	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P70126|ensembl:ENSMUSP00000074764	9606	Ensembl		20201205
O15488	GYG2	enables	GO:0008466	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000127027|SGD:S000001766|SGD:S000003673|UniProtKB:O15488	9606	GO_Central		20190312
O15488	GYG2	enables	GO:0008466	F	ECO:0000314	IDA	PMID:9857012		9606	UniProt		20181112
O15488	GYG2	enables	GO:0008466	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
O15488	GYG2	enables	GO:0102751	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.186	9606	UniProt		20201205
O15488	GYG2	enables	GO:0008466	F	ECO:0000269	EXP	PMID:9346895		9606	Reactome		20130502
O43173	ST8SIA3	enables	GO:0003828	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:106018|MGI:MGI:106019|MGI:MGI:106020|MGI:MGI:109243|PANTHER:PTN000241531|UniProtKB:O43173|UniProtKB:Q92185|UniProtKB:Q92186|UniProtKB:Q92187	9606	GO_Central		20201024
O43173	ST8SIA3	enables	GO:0008373	F	ECO:0000314	IDA	PMID:26192331		9606	UniProt		20151021
O43173	ST8SIA3	enables	GO:0008373	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001675|InterPro:IPR012163	9606	InterPro		20201205
O43173	ST8SIA3	enables	GO:0003828	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q64689|ensembl:ENSMUSP00000025477	9606	Ensembl		20201205
O43173	ST8SIA3	enables	GO:0003828	F	ECO:0000314	IDA	PMID:10766765		9606	BHF-UCL		20110720
O43173	ST8SIA3	enables	GO:0003828	F	ECO:0000314	IDA	PMID:9826427		9606	BHF-UCL		20110720
O43286	B4GALT5	enables	GO:0008489	F	ECO:0000315	IMP	PMID:24498430		9606	UniProt		20181118
O43286	B4GALT5	enables	GO:0008378	F	ECO:0000304	TAS	PMID:9597550		9606	PINC		20030904
O43286	B4GALT5	enables	GO:0008489	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JMK0|ensembl:ENSMUSP00000104844	9606	Ensembl		20201205
O43286	B4GALT5	enables	GO:0003945	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9JMK0|ensembl:ENSMUSP00000104844	9606	Ensembl		20201205
O43505	B4GAT1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:25279699		9606	UniProt		20141117
O43505	B4GAT1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:25279697		9606	UniProt		20141117
O43505	B4GAT1	enables	GO:0015020	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR043189	9606	InterPro		20201205
O43825	B3GALT2	enables	GO:0008376	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000130250|WB:WBGene00000270	9606	GO_Central		20170511
O43825	B3GALT2	enables	GO:0008532	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000130272|UniProtKB:Q9C0J1|UniProtKB:Q9NY97|UniProtKB:Q9Y2A9	9606	GO_Central		20170511
O43825	B3GALT2	enables	GO:0008375	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000221|PANTHER:PTN000130250|UniProtKB:Q7Z7M8|UniProtKB:Q9BYG0|UniProtKB:Q9C0J1|UniProtKB:Q9NY97|UniProtKB:Q9Y2A9	9606	GO_Central		20170511
O43825	B3GALT2	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002659	9606	InterPro		20201205
O43825	B3GALT2	enables	GO:0008499	F	ECO:0000304	TAS	PMID:9417100		9606	PINC		20030904
O43825	B3GALT2	enables	GO:0047275	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.86	9606	UniProt		20201205
O43825	B3GALT2	enables	GO:0008499	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:O54905|ensembl:ENSMUSP00000046118	9606	Ensembl		20201205
O43825	B3GALT2	enables	GO:0008499	F	ECO:0000314	IDA	PMID:9582303		9606	BHF-UCL		20170717
O43909	EXTL3	enables	GO:0001888	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.223	9606	UniProt		20201205
O60512	B4GALT3	enables	GO:0008378	F	ECO:0000304	TAS	PMID:9405390		9606	PINC		20030904
O60512	B4GALT3	enables	GO:0003945	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.90	9606	UniProt		20201205
O60512	B4GALT3	enables	GO:0003831	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.38	9606	UniProt		20201205
O60512	B4GALT3	enables	GO:0008378	F	ECO:0000314	IDA	PMID:9405390		9606	BHF-UCL		20170615
O60513	B4GALT4	enables	GO:0008378	F	ECO:0000304	TAS	PMID:9792633		9606	PINC		20030904
O60513	B4GALT4	enables	GO:0003945	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.90	9606	UniProt		20201205
O60568	PLOD3	enables	GO:0033823	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1347008|PANTHER:PTN002582343|UniProtKB:O60568	9606	GO_Central		20190819
O60568	PLOD3	enables	GO:0033823	F	ECO:0000315	IMP	PMID:18298658		9606	UniProt		20180903
O60568	PLOD3	enables	GO:0050211	F	ECO:0000315	IMP	PMID:18298658		9606	UniProt		20180903
O60568	PLOD3	enables	GO:0050211	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.50	9606	UniProt		20201205
O60568	PLOD3	enables	GO:0033823	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.66	9606	UniProt		20201205
O60568	PLOD3	enables	GO:0050211	F	ECO:0000304	TAS	Reactome:R-HSA-1981128		9606	Reactome		20111109
O60568	PLOD3	enables	GO:0033823	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9R0E1|ensembl:ENSMUSP00000004968	9606	Ensembl		20201205
O60568	PLOD3	enables	GO:0033823	F	ECO:0000315	IMP	PMID:10934207		9606	CAFA		20160603
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20308471		9606	BHF-UCL	has_input(CHEBI:15367)	20141003
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:6717)	20140529
O60656	UGT1A9	enables	GO:0015020	F	ECO:0000250	ISS	PMID:20610558	UniProtKB:Q9HAW7-1	9606	BHF-UCL		20150109
O60762	DPM1	enables	GO:0004169	F	ECO:0000314	IDA	PMID:9535917		9606	HGNC-UCL		20070403
O60762	DPM1	enables	GO:0004582	F	ECO:0000314	IDA	PMID:9535917		9606	HGNC-UCL		20070403
O60762	DPM1	enables	GO:0004582	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1330239|PANTHER:PTN002459128|RGD:1310120|SGD:S000006387|UniProtKB:O53493|UniProtKB:O60762	9606	GO_Central		20170601
O60762	DPM1	enables	GO:0004582	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR039528	9606	InterPro		20201205
O60762	DPM1	enables	GO:0004582	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.83	9606	UniProt		20201205
O60762	DPM1	enables	GO:0004582	F	ECO:0000314	IDA	PMID:9535917		9606	MGI		20080904
O60762	DPM1	enables	GO:0004582	F	ECO:0000314	IDA	PMID:10835346		9606	UniProt		20100205
O60909	B4GALT2	enables	GO:0008378	F	ECO:0000304	TAS	PMID:9405390		9606	PINC		20030904
O60909	B4GALT2	enables	GO:0004461	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.22	9606	UniProt		20201205
O60909	B4GALT2	enables	GO:0003945	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.90	9606	UniProt		20201205
O60909	B4GALT2	enables	GO:0003831	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.38	9606	UniProt		20201205
O75310	UGT2B11	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
O75310	UGT2B11	enables	GO:0015020	F	ECO:0000314	IDA	PMID:8333863		9606	UniProt		20180123
O75752	B3GALNT1	enables	GO:0008375	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000221|PANTHER:PTN000130250|UniProtKB:Q7Z7M8|UniProtKB:Q9BYG0|UniProtKB:Q9C0J1|UniProtKB:Q9NY97|UniProtKB:Q9Y2A9	9606	GO_Central		20170511
O75752	B3GALNT1	enables	GO:0008532	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000130272|UniProtKB:Q9C0J1|UniProtKB:Q9NY97|UniProtKB:Q9Y2A9	9606	GO_Central		20170511
O75752	B3GALNT1	enables	GO:0008376	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000130250|WB:WBGene00000270	9606	GO_Central		20170511
O75752	B3GALNT1	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002659	9606	InterPro		20201205
O75752	B3GALNT1	enables	GO:0047273	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.79	9606	UniProt		20201205
O75752	B3GALNT1	enables	GO:0047273	F	ECO:0000304	TAS	Reactome:R-HSA-8878914		9606	Reactome		20160715
O75752	B3GALNT1	enables	GO:0008499	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q920V1|ensembl:ENSMUSP00000058363	9606	Ensembl		20201205
O75795	UGT2B17	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
O75795	UGT2B17	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
O75795	UGT2B17	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22579593		9606	UniProt	has_input(CHEBI:28790)	20140529
O94766	B3GAT3	enables	GO:0015018	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0032135|FB:FBgn0036144|FB:FBgn0066114|PANTHER:PTN000855563|RGD:620903|RGD:70880	9606	GO_Central		20170228
O94766	B3GAT3	enables	GO:0015020	F	ECO:0000314	IDA	PMID:25893793		9606	UniProt		20160120
O94766	B3GAT3	enables	GO:0015018	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005027	9606	InterPro		20201205
O94766	B3GAT3	enables	GO:0015018	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.135	9606	UniProt		20201205
O94766	B3GAT3	enables	GO:0015020	F	ECO:0000315	IMP	PMID:21763480		9606	MGI		20121109
O94766	B3GAT3	enables	GO:0015018	F	ECO:0000303	NAS	PMID:10842173		9606	UniProt		20010820
O95045	UPP2	enables	GO:0004850	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR010059	9606	InterPro		20201205
O95045	UPP2	enables	GO:0016763	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018016	9606	InterPro		20201205
O95045	UPP2	enables	GO:0004850	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.3	9606	UniProt		20201205
O95045	UPP2	enables	GO:0004850	F	ECO:0000314	IDA	PMID:12849978		9606	UniProt		20040928
O95045	UPP2	enables	GO:0004850	F	ECO:0000314	IDA	PMID:21855639		9606	UniProt		20200220
O95271	TNKS	enables	GO:0003950	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0027508|PANTHER:PTN000652929|UniProtKB:O95271|UniProtKB:Q9H2K2	9606	GO_Central		20170420
O95271	TNKS	enables	GO:1990404	F	ECO:0000314	IDA	PMID:25043379		9606	UniProt		20181127
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:22864114		9606	UniProt		20120824
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:19759537		9606	UniProt		20110420
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:21478859		9606	UniProt		20110420
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:16076287		9606	UniProt		20170427
O95271	TNKS	enables	GO:0003950	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR012317|InterPro:IPR028731	9606	InterPro		20201205
O95271	TNKS	enables	GO:0003950	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.30	9606	UniProt		20201205
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:21270334		9606	MGI		20131120
O95271	TNKS	enables	GO:0003950	F	ECO:0000304	TAS	Reactome:R-HSA-3640858		9606	Reactome		20130529
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:11854288		9606	BHF-UCL	has_input(UniProtKB:Q9C0C2)	20161205
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:11854288		9606	BHF-UCL	has_input(UniProtKB:O95271)	20161205
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:11854288		9606	BHF-UCL	has_input(UniProtKB:P54274)	20161205
O95271	TNKS	enables	GO:0003950	F	ECO:0000314	IDA	PMID:9822378		9606	UniProt		20030424
O95278	EPM2A	enables	GO:0004373	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9WUA5|ensembl:ENSMUSP00000066050	9606	Ensembl		20201205
O95395	GCNT3	enables	GO:0008109	F	ECO:0000304	TAS	PMID:9988682		9606	PINC		20030904
O95395	GCNT3	enables	GO:0003829	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.102	9606	UniProt		20201205
O95395	GCNT3	enables	GO:0106325	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.148	9606	UniProt		20201205
O95395	GCNT3	enables	GO:0106326	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.148	9606	UniProt		20201205
O95395	GCNT3	enables	GO:0047225	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.148	9606	UniProt		20201205
O95395	GCNT3	enables	GO:0008109	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.150	9606	UniProt		20201205
O95395	GCNT3	enables	GO:0003829	F	ECO:0000304	TAS	Reactome:R-HSA-914018		9606	Reactome		20101014
O95395	GCNT3	enables	GO:0008109	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8CH87|ensembl:ENSRNOP00000071784	9606	Ensembl		20201205
O95395	GCNT3	enables	GO:0047225	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q5JCT0|ensembl:ENSMUSP00000034751	9606	Ensembl		20201205
O95461	LARGE1	enables	GO:0015020	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1342270|MGI:MGI:2443769|PANTHER:PTN000263094|UniProtKB:O95461	9606	GO_Central		20181024
O95461	LARGE1	enables	GO:0042285	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:1342270|MGI:MGI:2443769|PANTHER:PTN000263094|UniProtKB:O95461	9606	GO_Central		20181024
O95461	LARGE1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:25279699		9606	UniProt		20141117
O95461	LARGE1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:25279697		9606	UniProt		20141117
O95461	LARGE1	enables	GO:0015020	F	ECO:0000314	IDA	PMID:22223806		9606	UniProt		20141117
O95461	LARGE1	enables	GO:0042285	F	ECO:0000314	IDA	PMID:25279697		9606	UniProt		20141117
O95461	LARGE1	enables	GO:0042285	F	ECO:0000314	IDA	PMID:22223806		9606	UniProt		20141117
O95461	LARGE1	enables	GO:0008375	F	ECO:0000304	TAS	PMID:9892679		9606	PINC		20050308
O95461	LARGE1	enables	GO:0035252	F	ECO:0000304	TAS	Reactome:R-HSA-5617138		9606	Reactome		20160722
O95461	LARGE1	enables	GO:0015020	F	ECO:0000304	TAS	Reactome:R-HSA-5617143		9606	Reactome		20160722
O96024	B3GALT4	enables	GO:0008375	F	ECO:0000318	IBA	PMID:21873635	FB:FBgn0000221|PANTHER:PTN000130250|UniProtKB:Q7Z7M8|UniProtKB:Q9BYG0|UniProtKB:Q9C0J1|UniProtKB:Q9NY97|UniProtKB:Q9Y2A9	9606	GO_Central		20170511
O96024	B3GALT4	enables	GO:0008376	F	ECO:0000318	IBA	PMID:21873635	PANTHER:PTN000130250|WB:WBGene00000270	9606	GO_Central		20170511
O96024	B3GALT4	enables	GO:0016758	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002659	9606	InterPro		20201205
O96024	B3GALT4	enables	GO:0047915	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.62	9606	UniProt		20201205
O96024	B3GALT4	enables	GO:0008499	F	ECO:0000314	IDA	PMID:9582303		9606	BHF-UCL		20170615
P00491	PNP	enables	GO:0004731	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:97365|PANTHER:PTN000224756|RGD:1597189|SGD:S000004199|UniProtKB:P00491|UniProtKB:P45563|UniProtKB:P55859|UniProtKB:P9WP01	9606	GO_Central		20170228
P00491	PNP	enables	GO:0004731	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR011268|InterPro:IPR011270	9606	InterPro		20201205
P00491	PNP	enables	GO:0016763	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR018099	9606	InterPro		20201205
P00491	PNP	enables	GO:0004731	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.1	9606	UniProt		20201205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:16964310		9606	MGI		20080423
P00491	PNP	enables	GO:0004731	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P85973|ensembl:ENSRNOP00000013582	9606	Ensembl		20201205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:18938130		9606	UniProt		20090205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:16930574		9606	UniProt		20090205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:9305962		9606	UniProt		20090205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:3029074		9606	UniProt		20090205
P00491	PNP	enables	GO:0004731	F	ECO:0000314	IDA	PMID:23438750		9606	UniProt		20200923
P00492	HPRT1	enables	GO:0004422	F	ECO:0000318	IBA	PMID:21873635	MGI:MGI:96217|PANTHER:PTN000501530|RGD:2826|TAIR:locus:2012986|UniProtKB:P00492|UniProtKB:P0A9M2|UniProtKB:P9WHQ9|UniProtKB:Q8IJS1|UniProtKB:Q9W719	9606	GO_Central		20170228
P00492	HPRT1	enables	GO:0052657	F	ECO:0000314	IDA	PMID:19527031		9606	UniProt		20110210
P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:19527031		9606	UniProt		20110210
P00492	HPRT1	enables	GO:0004422	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR005904	9606	InterPro		20201205
P00492	HPRT1	enables	GO:0052657	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.8	9606	UniProt		20201205
P00492	HPRT1	enables	GO:0004422	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.2.8	9606	UniProt		20201205
P00492	HPRT1	enables	GO:0004422	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P00493|ensembl:ENSMUSP00000026723	9606	Ensembl		20201205
P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:6300847		9606	UniProt		20060831
P00492	HPRT1	enables	GO:0004422	F	ECO:0000314	IDA	PMID:9521733		9606	UniProt		20060831
P00709	LALBA	enables	GO:0004461	F	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000545	9606	InterPro		20201205
P04062	GBA	enables	GO:0046527	F	ECO:0000314	IDA	PMID:24211208		9606	UniProt		20181113
P04062	GBA	enables	GO:0046527	F	ECO:0000314	IDA	PMID:26724485		9606	UniProt		20181115
P04062	GBA	enables	GO:0046527	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P17439|ensembl:ENSMUSP00000130660	9606	Ensembl		20201205
P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18719240		9606	UniProt		20201019
P06133	UGT2B4	enables	GO:0015020	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.17	9606	UniProt		20201205
P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:18052087		9606	BHF-UCL		20100728
P06133	UGT2B4	enables	GO:0015020	F	ECO:0000314	IDA	PMID:20056724		9606	BHF-UCL		20100726
P06737	PYGL	enables	GO:0004645	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P06737	PYGL	enables	GO:0102499	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P06737	PYGL	enables	GO:0102250	F	ECO:0000501	IEA	GO_REF:0000003	EC:2.4.1.1	9606	UniProt		20201205
P06737	PYGL	enables	GO:0008184	F	ECO:0000314	IDA	PMID:22225877		9606	MGI		20131217
P06737	PYGL	enables	GO:0008184	F	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P09811|ensembl:ENSRNOP00000009183	9606	Ensembl		20201205
P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:10980448		9606	UniProt		20080417
P06737	PYGL	enables	GO:0008184	F	ECO:0000315	IMP	PMID:17705025		9606	UniProt		20080417
